specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;betulaceae_scientific_name - scientific_name;betulaceae_scientific_name - species_name_not_in_list;betulaceae_scientific_name - genus_name_not_in_list;betulaceae_scientific_name - not_sure;betulaceae_scientific_name - no_info
B;Herbarium Berolinense;B101223478;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Niedersachsen;;;;01/06/1904 - 30/06/1904;False;False;;;True;;True;;;True;Hort. Münden;False;;C. K. Schneider;False;;;;;True;Carpinus japonica Blume;;;;
B;Herbarium Berolinense;B101223479;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;;Kocaeli;;;False;01/01/1914 - 31/12/1914;False;False;Fehringer;;False;1800;False;;;True;Irmid (Anatol. bor. occ.) Im Gök-dagh. Laubwaldregion;;False;Haussknecht,J. Bornmüller;;;;;;True;Carpinus L.;;;;
B;Herbarium Berolinense;B101223480;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Tokushima(徳島県);;;;01/01/1919 - 31/12/1919;;;B. Krug;;False;1547;False;;;True;Shikoko[Shikoku], Bezirk Tokushima;False;;;True;34.0698307 , 134.5550353;;;;;Carpinus L.;;;;
B;Herbarium Berolinense;B109008943;12;9145619;BETULACEAE;indet.;sp.;;Nordmazedonien;;;;False;Kavadarci(Кавадарци);;;False;01/06/1893 - 01/06/1893;;;I. Dörfler;;;343;False;;;True;Macedon. centr. In petrosis inter Rošzdan et Allchar.;;False;I. Dörfler;;41.166049 , 21.950744;;;;False;Ostrya Scop.;;;;
B;Herbarium Berolinense;B109008944;12;9145619;BETULACEAE;indet.;sp.;;Albanien;False;;;;Kukës;;;;22/05/1918 - 22/05/1918;False;False;I. Dörfler;;False;529;False;;;True;Nord-Albanien. Distrikt Luma. In der Luma-Schlucht bei Podbregja.;False;;I. Dörfler;False;42.070492 , 20.450292;;;;False;Ostrya carpinifolia Scop.;;;;
B;Herbarium Berolinense;B109008945;12;9145619;BETULACEAE;indet.;sp.;;Österreich;;;;False;Oberösterreich;;;False;04/08/1887 - 04/08/1887;;;I. Dörfler;;;;True;;;True;Gmunden, unter C. Avell, in der Nähe des Grünbergerguthes auf dem Grünberge.;;False;I. Dörfler;;47.899154042072055 , 13.818311691284181;;;;;Corylus tubulosa Willd.;;;;
B;Herbarium Berolinense;B109008946;12;9145619;BETULACEAE;indet.;sp.;;Albanien;False;;;;Kukës;;;;02/06/1918 - 02/06/1918;False;False;I. Dörfler;;False;633;False;;;True;Nord-Albanien. Distrikt Luma. Koritnik. In subalpinen Buschwäldern.;False;;I. Dörfler;False;42.083333333333336 , 20.566666666666666;;;;False;Corylus avellana L.;;;;
B;Herbarium Berolinense;B109008947;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Oberösterreich;;;;01/01/1882 - 31/12/1882;False;False;Ignaz Dörfler;;False;;True;;;True;Kremsmünster, am Sandbruch in der Pestleiten.;False;;I. Dörfler;False;48.05012290143862 , 14.116133451461794;;;;False;Corylus avellana L.;;;;
B;Herbarium Berolinense;B109008948;12;9145619;BETULACEAE;indet.;sp.;;Albanien;False;;;;Kukës;;;;17/05/1918 - 17/05/1918;False;False;I. Dörfler;;False;444;False;;;True;Nord-Albanien. Distrikt Hasi. Paštrik [Pashtrik]. In subalpinen Wäldern.;False;;I. Dörfler;False;42.206582 , 20.529341;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B109008949;12;9145619;BETULACEAE;indet.;sp.;;Albanien;False;;;;Kukës;;;;11/05/1918 - 11/05/1918;False;False;I. Dörfler;;False;417;False;;;True;Nord-Albanien, Distrikt Luma. Bestände bildend östl. von Kula Lums: ca. 250 m;False;;I. Dörfler;False;42.105482503114466 , 20.44418334960938;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B109008950;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;;;;False;Mehedinţi;;;False;27/06/1897 - 27/06/1897;;;I. Dörfler et K. Ronniger;;;;True;;;True;Verciorova, Bergwälder gegen Guravoji;;False;I. Dörfler;;44.683799 , 22.523772;;;;;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B109008951;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Caraş-Severin;;;;01/06/1905 - 30/06/1905;False;False;Marie et I. Dörfler;;False;;True;;;True;"Hungaria. Com. Krassó-Szörény. In silvis prope ""Herkulesbad"".";;False;I. Dörfler;False;44.870789 , 22.412644;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B109008952;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;;;;False;Caraş-Severin;;;False;01/06/1905 - 30/06/1905;;;Marie et I. Dörfler;;;;True;;;True;"Hungaria. Com. Krassó-Szörény. In silvis prope ""Herkulesbad"".";;False;I. Dörfler;;44.869247 , 22.408406;;;;;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B109008953;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Niederösterreich;;;;01/04/1905 - 30/06/1905;;;Marie et I. Dörfler;;False;;True;;;True;"In silvis vallis ""Kreutthal"" [Kreuttal] prope ""Olberndorf"" [Unterolberndorf]";;False;I. Dörfler;False;48.44608800440824 , 16.4625;;;;False;Carpinus betulus L.;;;;
B;Herbarium Berolinense;B109008954;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Oberösterreich;;;;18/04/1886 - 18/04/1886;False;False;I. Dörfler;;False;;True;;;True;"Gmunden; bei den Sartorianlagen.";False;;I. Dörfler;False;47.911397033228425 , 13.787627220153809;;;;False;Carpinus betulus L.;;;;
B;Herbarium Berolinense;B109008955;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;;;;False;Suceava;;;False;09/08/1889 - 09/08/1889;;;I. Dörfler;;;;True;;;True;Bukowina. In palude Tinow pr. Pojana Stampi [Poiana Stampei];;False;I. Dörfler;;47.292511496202806 , 25.10581970214844;;;;;Betula pubescens Ehrh.;;;;
B;Herbarium Berolinense;B109008957;12;9145619;BETULACEAE;indet.;sp.;;Albanien;False;;;;Malësi e Madhe;;;False;05/06/1914 - 05/06/1914;;;I. Dörfler;;;222;;;;True;An den Flussrändern auf der Hochebene Vermoš [Vermosh]. ca. 1100 m.;False;;I. Dörfler;;42.590783533166956 , 19.69159841537476;;;;;Alnus incana var. hypochlora Callier;;;;
B;Herbarium Berolinense;B109008958;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Oberösterreich;;;;02/04/1886 - 10/06/1886;False;False;I. Dörfler;;;;True;;;True;Ad ripas rivi ad Dannerer [Danner] pr. Ried;False;;I. Dörfler;;48.230920233124024 , 13.484022617340088;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B109008959;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Suceava;;;;09/08/1889 - 09/08/1889;False;False;I. Dörfler;;False;;True;;;True;"Bukowina. In palude ""Tinow"" pr. Pojana-Stampi.";False;;I. Dörfler;False;47.301803 , 25.133396;;;;False;Betula pubescens Ehrh.;;;;
B;Herbarium Berolinense;B109008960;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Suceava;;;;09/08/1889 - 09/08/1889;False;False;I. Dörfler;;False;;True;;;True;"Bukowina. In palude ""Tinow"" pr. Pojana-Stampi.";False;;I. Dörfler;False;47.29323760751298 , 25.101699829101566;;;;False;Betula pubescens Ehrh.;;;;
B;Herbarium Berolinense;B109008961;12;9145619;BETULACEAE;indet.;sp.;;Albanien;False;;;;Kukës;;;;02/06/1918 - 02/06/1918;False;False;I. Dörfler;;;625;False;;;True;Nord-Albanien. Distrikt Luma. Koritnik. Vereinzelt in subalpinen Buschwäldern.;;False;I. Dörfler;;42.085305 , 20.558925;;;;False;Betula pendula Roth;;;;
B;Herbarium Berolinense;B109008962;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Niederösterreich;;;;09/06/1890 - 09/06/1890;False;False;I. Dörfler;;False;;True;;;True;Auen im Franz-Josefs-Land bei Wien;False;;I. Dörfler;False;48.23767976097232 , 16.40889644622803;;;;False;Alnus incana (L.) Moench;;;;
B;Herbarium Berolinense;B101213786;12;9145619;BETULACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Wisconsin;;;;10/08/1922 - 10/08/1922;False;False;Huron H. Smith;;False;8239;False;;;True;Gibraltar. County Columbia;False;;;True;43.3430966 , -89.6003202;;;;False;Betula pumila var. glandulifera Regel;;;;
B;Herbarium Berolinense;B101213787;12;9145619;BETULACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Wisconsin;;;;17/07/1917 - 17/07/1917;False;False;Charles Goessl;;False;7735;False;;;True;Solon Spring[s], County Douglas;False;;;True;46.35089439093978 , -91.81845188140869;;;;False;Betula pumila var. glandulifera Regel;;;;
B;Herbarium Berolinense;B101213788;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Brandenburg;;;;01/01/1883 - 31/12/1883;False;False;J. Bornmüller;;False;;True;;;True;Landes - Baumschule in Geltow, culta in hortis, Potsdam (Geltow);False;;J. Bornmüller;False;52.3636983 , 12.9735136;;;;False;Betula pumila L.;;;;
B;Herbarium Berolinense;B101213789;12;9145619;BETULACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101213790;12;9145619;BETULACEAE;indet.;sp.;;Kanada;False;;;;Northwest Territories;;;;29/06/1955 - 29/06/1955;False;False;W. J. Cody & J. M. Matte;;False;8431;False;J. Dugle;;False;Mackenzie District. Fort Simpson. Only on hummock by small lake near Royal Canadian Signals Transmitters.;False;;;True;61.8666667 , -121.36666666666666;;;;False;Betula resinifera Britton;;;;
B;Herbarium Berolinense;B101213791;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Sachsen-Anhalt;;;;01/01/1896 - 31/12/1896;False;False;J. Bornmüller;;False;;True;;;True;Zöschen b/ Merseburg: in arboreto Dieck (?  Kaukasus);;False;J. Bornmüller;False;51.353802 , 12.115156;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213792;12;9145619;BETULACEAE;indet.;sp.;;Kanada;False;;;;Northwest Territories;;;;08/07/1955 - 08/07/1955;False;False;W. J. Cody, J. M. Matte;;False;8674;False;J. Dugle;;False;Mackenzie District. Fort Simpson. Edge of clearing by Indian cabin overlooking junction of Liard and Mackenzie Rivers.;False;;;True;61.86666666666667 , -121.36666666666666;;;;False;Betula resinifera Britton;;;;
B;Herbarium Berolinense;B101213793;12;9145619;BETULACEAE;indet.;sp.;;Russland;;;;False;Krasnoyarsk krai(Красноярский край);;;False;23/08/1931 - 23/08/1931;False;False;E. M. Iljina;;False;;True;M. M. Iljin;;;Минусинская експедиция. Западный Саяны. [...] Sajan occ. [Minusinsk-Expedition. Westlicher Sajan. ... Sajan occ.];;False;;True;;;;;True;Betula rotundifolia Spach;;;;
B;Herbarium Berolinense;B101213794;12;9145619;BETULACEAE;indet.;sp.;;Schweden;False;;;;Värmlands län;;;;21/09/1904 - 21/09/1904;False;False;Herman A. Fröding;;False;;True;;;True;Tveta, Mossvik, solo turfoso;False;False;Herm. A. Fröding;False;59.5 , 14.216666666666667;;;;;Betula L.;;;;
B;Herbarium Berolinense;B101213795;12;9145619;BETULACEAE;indet.;sp.;;Schweden;False;;;;Värmlands län;;;;21/09/1904 - 21/09/1904;False;False;Herman A. Fröding;;False;;True;;;True;Par. Tveta, Mossvik.;;False;Herm. A. Fröding,Bothe;False;59.50144600880335 , 14.216737731138307;;;;;Betula L.;;;;
B;Herbarium Berolinense;B101213796;12;9145619;BETULACEAE;indet.;sp.;;Polen;;;;False;Lubuskie;;;False;;;True;Riese;;False;;True;;;True;Arboret[um] Muskau;;False;Bothe;False;51.54550663909617 , 14.745283126831056;;;;;Betula tristis Wormsk. ex Link;;;;
B;Herbarium Berolinense;B101213797;12;9145619;BETULACEAE;indet.;sp.;;Kasachstan;False;;;;Almaty region(Алматинская область);;;False;25/08/1931 - 25/08/1931;False;False;N. V. Pavlov;;False;1178;False;N. V. Pavlov;;False;Montes Karatau et Talas Alatau. Горы Талас-Алатау в кустарниковых зарослях по берегам р[еки] Ак-су, 1500 м. [Talas-Alatau-Berge in Büschen entlang der Ufer des Ak-su-Flusses. 1500 m];;False;;True;;;;;True;Betula turkestanica Litv.;;;;
B;Herbarium Berolinense;B101213798;12;9145619;BETULACEAE;indet.;sp.;;Kasachstan;;;;False;South Kazakhstan(Южно-Казахстанская Область);;;False;24/08/1931 - 24/08/1931;False;False;N. V. Pavlov;;False;1160;False;N. V. Pavlov;;False;Горы Талас-Алатау, в вершине саз? по р. Ирсу, 1700 м. [Gory Talas-Alatau, v vershine saz? po r. Irsu, 1700 m. Berge Talas-Alatau, an der Spitze des Saz? am Fluss Irsu, 1700 m.];True;;N. V. Pavlov;False;42.337599 , 70.405994;;;;;Betula turkestanica Litv.;;;;
B;Herbarium Berolinense;B101213799;12;9145619;BETULACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Wisconsin;;;;07/06/1917 - 07/06/1917;False;False;Charles Goessl;;False;6955;False;;;True;Chetek. County Barron;False;;;True;45.3146008 , -91.6664381;;;;False;Betula pumila L.;;;;
B;Herbarium Berolinense;B101213800;12;9145619;BETULACEAE;indet.;sp.;;Schweden;;;;False;Dalarnas län;;;False;20/08/1936 - 20/08/1936;;;J. B. Bengtsson;;;;True;;;True;Gagnef : Bäsna;;False;;True;60.5922453 , 15.0756833;;;;False;Betula concinna Gunnarsson;;;;
B;Herbarium Berolinense;B101213801;12;9145619;BETULACEAE;indet.;sp.;;Portugal;False;;;;Viseu;;;;13/06/1987 - 25/06/1987;;;A. Polatschek;;;;True;G. Natho;;;"Vila Real: Serra do Caramulo W Viseu: Paßhöhe; Silikat; alte Bäume in einem Föhren-Forst";False;;;True;40.67164735081499 , -7.953581091385454;;;;;Betula celtiberica Rothm. & Vasc.;;;;
B;Herbarium Berolinense;B101213802;12;9145619;BETULACEAE;indet.;sp.;;Portugal;False;;;;Bragança;;;False;13/06/1987 - 25/06/1987;;False;A. Polatschek;;;;True;G. Natho;;False;Tras-os-Montes: Parque Natural de Montesinho: Kamm gegen Pto. Sabor W Portelo, ca. 1100 m, Silikatfelshang;False;;;True;41.929257 , -6.730249;;;;;Betula celtiberica Rothm. & Vasc.;;;;
B;Herbarium Berolinense;B101213803;12;9145619;BETULACEAE;indet.;sp.;;Kasachstan;False;;;;East Kazakhstan(Восточно-Казахстанская область);;;False;31/08/1979 - 31/08/1979;False;False;A. K. Skvortsov;;;;True;;;True;Ad pedem Montium Saur, prope pag. Przhevalskoie /Kenderlyk/ in alluviis glareasis fluv. Kenderlyk. Alt. ca 800 m;;False;;True;47.488506 , 85.180404;;;;;Betula L.;;;;
B;Herbarium Berolinense;B101213804;12;9145619;BETULACEAE;indet.;sp.;;Kasachstan;;;;False;East Kazakhstan(Восточно-Казахстанская область);;;False;06/09/1979 - 06/09/1979;;;A. K. Skvortsov;;;;True;;;True;Jugum montium Kalbinski, inter Nikitinka et Targhyn ad lacum Sebinski, alt. 800-900 m;;False;;True;49.437725 , 82.636872;;;;;Betula L.;;;;
B;Herbarium Berolinense;B101213805;12;9145619;BETULACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;;;True;;;True;Karl Koch;;;;;;True;Betula utilis D.Don;;;;
B;Herbarium Berolinense;B101213806;12;9145619;BETULACEAE;indet.;sp.;;Finnland;;;;False;Lapin lääni(Lappland län);;;False;01/08/1905 - 31/08/1905;False;False;A. Torckell;;False;;True;;;True;Flora Fenno-Scandica. En. Lappm. Patsjoki;;False;;True;69.90917 , 27.02861;;;;;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213807;12;9145619;BETULACEAE;indet.;sp.;;Schweden;;;;False;Dalarnas län;;;False;07/09/1911 - 07/09/1911;;;Nils Sylvén;;;;True;;;True;Dlr. Särna;;False;;True;61.69413888888889 , 13.143072222222221;;;;;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213808;12;9145619;BETULACEAE;indet.;sp.;;Finnland;;;;False;Itä-Suomen lääni(Östra Finlands län);;;False;29/08/1900 - 29/08/1900;;;Harald Lindberg;;;;True;;;True;Savonia borealis, par. Jorois, Järvikylä, in sphagneto.;;False;Rudolf Gross;False;62.230347 , 27.795632;;;;;Betula L.;;;;
B;Herbarium Berolinense;B101213809;12;9145619;BETULACEAE;indet.;sp.;;Finnland;;;;False;Oulun lääni(Uleåborgs län);;;False;05/07/1898 - 05/07/1898;;;O. A. F. Lönnbohm;;;;True;;;True;Ostrobotnia, Kajana, Paltamo, in regione montana Suomenselkä, in silva inter paludes;;False;Rudolf Gross;;64.40306 , 27.83806;;;;;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213810;12;9145619;BETULACEAE;indet.;sp.;;Finnland;False;;;;Itä-Suomen lääni(Östra Finlands län);;;False;01/08/1902 - 31/08/1902;False;False;Harald Lindberg;;False;;True;;;True;Savonia borealis, par. Jorois, Järvikylä, in sphagneto.;False;;Harald Lindberg,Bothe;False;62.21179 , 27.78631;;;;;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213811;12;9145619;BETULACEAE;indet.;sp.;;Finnland;False;;;False;Itä-Suomen lääni(Östra Finlands län);;;False;08/07/1899 - 08/07/1899;False;False;Harald Lindberg;;False;;True;;;True;Savonia borealis, par. Jorois, Järvikylä, in sphagneto.;False;;Harald Lindberg;False;62.230347 , 27.795632;;;;;Betula L.;;;;
B;Herbarium Berolinense;B101213812;12;9145619;BETULACEAE;indet.;sp.;;Finnland;False;;;;Itä-Suomen lääni(Östra Finlands län);;;False;08/07/1899 - 08/07/1899;True;False;Harald Lindberg;;False;;True;;;True;Savonia borealis, par. Jorois, Järvikylä, in sphagneto.;False;;Harald Lindberg,Bothe;False;62.217511 , 27.7906528;;;;;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213813;12;9145619;BETULACEAE;indet.;sp.;;Schweden;False;;;;Norrbottens län;;;False;31/07/1950 - 31/07/1950;False;False;Erna Walter;;False;56 a;False;;;True;Lappland, Muddus Nat. Park;False;;;True;66.913974 , 20.23501;;;;;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213814;12;9145619;BETULACEAE;indet.;sp.;;Finnland;False;;;;Itä-Suomen lääni(Östra Finlands län);;;;07/08/1898 - 07/08/1898;False;False;Harald Lindberg;;False;;True;;;True;Savonia borealis, par. Jorois, Järvikylä, in sphagneto;False;;Harald Lindberg,Bothe;;62.230057 , 27.795318;;;;False;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213815;12;9145619;BETULACEAE;indet.;sp.;;Finnland;False;;;;Itä-Suomen lääni(Östra Finlands län);;;False;25/08/1904 - 25/08/1904;False;False;Harald Lindberg;;False;;True;;;True;Savonia borealis, par. Jorois, Järvikylä, in sphagneto.;False;;Harald Lindberg,Bothe;False;62.17917 , 27.82583;;;;;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213816;12;9145619;BETULACEAE;indet.;sp.;;Finnland;False;;;;Itä-Suomen lääni(Östra Finlands län);;;;05/09/1900 - 05/09/1900;False;False;O. A. F. Lönnbohm;;False;;True;;;True;Sav. bor. [Nordsavo], Kuopio, in palude;False;;J. Dörfler,Roman Schulz;False;62.90302795341711 , 27.686791419982914;;;;False;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213817;12;9145619;BETULACEAE;indet.;sp.;;Finnland;False;;;;Itä-Suomen lääni(Östra Finlands län);;;;01/08/1902 - 31/08/1902;False;False;H. Lindberg;;False;;True;;;True;"Savonia borealis. In spaghneto ad ""Järvikylä"" prope ""Jorois.""";False;;;True;62.229138 , 27.795205;;;;False;Betula ×fennica Dörfl.;;;;
B;Herbarium Berolinense;B101213818;12;9145619;BETULACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101213819;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;14/07/1903 - 14/07/1903;False;False;F. Plettke;;False;;True;Mang;;;Lüneburger Heide, Schafwedel b. Bodenteich im Moor westl. vom Orte mit Betula nana L.;False;;;True;52.828843 , 10.741302;;;;;Betula L.;;;;
B;Herbarium Berolinense;B101213820;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;09/07/1905 - 09/07/1905;False;False;M. Beyle;;False;;True;;;True;Kreis Lüneburg. [Bad] Bodenteich.;False;;;True;52.83844482606885 , 10.672702789306642;;;;False;Betula nana x pendula;;;;
B;Herbarium Berolinense;B101213821;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;09/07/1905 - 09/07/1905;False;False;Just. Schmidt;;False;;True;;;True;Kr. Uelzen: sumpfiges Gebüsch bei Bodenteich;False;;F. Wirtgen;False;52.834507859387735 , 10.68725109100342;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213822;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;09/07/1905 - 09/07/1905;False;False;Justus Schmidt;;False;;True;;;True;Hannover. Kr. Uelzen: sumpfiger Gebüsch bei Bodenteich;False;;F. Wirtgen;False;52.833982 , 10.67462;;;;False;Betula L.;;;;
B;Herbarium Berolinense;B101213823;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;09/07/1905 - 09/07/1905;False;False;P. Junge;;False;;True;;;True;Hannover, Bodenteich;False;;;True;52.833324 , 10.681325;;;;False;Betula nana L.;;;;
B;Herbarium Berolinense;B101213824;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;09/07/1905 - 09/07/1905;False;False;Just. Schmidt;;False;;True;;;True;Hannover. Kr. [Kreis] Uelzen: sumpfiges Gebüsch bei Bodenteich;False;;F. Wirtgen;False;52.834147 , 10.673872;;;;False;Betula nana x pubescens;;;;
B;Herbarium Berolinense;B101213825;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;09/07/1905 - 09/07/1905;False;False;M. Beyle;;False;;True;;;True;Hannover. Kreis Lüneburg. Bodenteich.;False;;;True;52.833324 , 10.681325;;;;False;Betula nana x pubescens;;;;
B;Herbarium Berolinense;B101213826;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;;;;False;Niedersachsen;;;False;02/08/1902 - 02/08/1902;;;F. Plettke;;;;True;Mang;;False;Lüneburger Heide. Schafwedel b. Bodenteich, mit Betula nana L.;;False;V. Engelhardt;False;52.8303221 , 10.7431908;;;;;Betula L.;;;;
